"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X7973"	37	28	30	37	38	12	24	38
"X7975"	40	31	32	39	40	12	24	40
"X7980"	41	31	33	39	40	12	24	42
"X7981"	38	30	31	39	41	12	24	42
"X7988"	39	28	30	37	40	11	24	39
"X7991"	37	29	33	40	39	12	24	40
"X7995"	38	28	32	35	38	11	23	37
"X7997"	34	31	32	39	36	11	24	41
"X7999"	37	31	32	39	40	12	24	41
"X8"	39	28	31	37	40	11	24	39
"X8000"	34	29	31	39	36	10	23	37
"X8003"	40	31	33	40	41	12	24	40
"X8009"	40	30	33	40	40	12	24	40
"X801"	40	30	33	39	41	12	24	42
"X8012"	39	30	30	39	41	12	23	41
"X8013"	37	29	30	38	38	11	24	38
"X8015"	41	31	32	39	41	12	22	42
"X8019"	39	30	33	37	40	12	24	37
"X8020"	36	30	33	35	35	12	23	40
"X8022"	41	31	33	40	41	12	23	42
"X8025"	41	31	33	40	41	12	24	42
"X803"	41	31	33	40	41	12	24	42
"X8030"	41	31	33	39	41	12	24	41
"X8031"	41	30	33	39	40	12	24	41
"X8032"	41	31	33	40	41	12	24	41
"X8036"	37	29	32	37	37	12	24	39
"X8037"	39	30	32	36	40	12	23	41
"X8041"	41	31	33	40	41	12	24	42
"X8042"	40	31	33	40	40	12	24	41
"X8044"	41	31	30	40	41	12	24	42
"X8049"	41	29	32	40	39	12	24	41
"X8052"	41	31	33	40	41	12	24	42
"X8053"	40	31	33	40	41	12	24	42
"X8057"	36	29	30	36	36	12	24	39
"X8061"	41	31	33	39	41	12	24	41
"X8064"	40	31	33	38	41	11	24	42
"X8069"	38	29	31	39	40	12	24	39
"X8071"	36	29	31	35	36	11	24	40
"X8073"	41	31	33	40	41	12	24	42
"X8082"	41	30	33	40	41	12	24	42
"X8089"	36	27	31	38	37	11	23	40
"X809"	40	31	33	38	41	12	24	40
"X8093"	35	30	32	33	39	12	23	38
"X8098"	38	28	31	37	40	11	24	39
"X810"	40	30	32	37	37	12	23	41
"X8100"	35	29	32	39	35	11	24	42
"X8105"	41	31	31	39	41	12	24	42
"X8107"	40	31	33	39	40	12	24	41
"X8109"	41	30	33	40	41	12	23	42
"X8114"	41	31	33	39	37	12	24	42
"X8115"	40	31	31	38	40	12	21	39
"X8117"	36	29	32	38	37	12	24	40
"X8120"	41	31	32	40	41	12	24	41
"X8121"	38	26	29	38	39	12	23	40
"X8128"	39	28	30	36	39	11	23	39
"X8130"	41	31	33	39	41	12	23	41
"X8136"	34	28	31	39	38	12	24	39
"X8137"	41	30	33	38	40	12	23	41
"X8139"	39	28	31	35	39	12	24	39
"X8140"	35	30	30	36	34	9	21	31
"X8144"	36	31	31	39	38	11	24	38
"X8148"	37	28	27	35	37	11	24	37
"X8150"	39	29	31	36	37	12	24	40
"X8151"	36	30	30	35	39	12	24	38
"X8153"	41	31	33	40	40	12	24	42
"X8154"	40	30	29	39	39	11	23	39
"X8158"	39	28	31	37	40	11	24	38
"X8166"	37	24	24	34	39	11	24	35
"X8171"	41	31	33	37	40	11	24	41
"X8173"	41	31	33	40	41	12	24	42
"X8174"	41	31	33	40	41	12	24	42
"X8177"	40	31	33	40	41	12	24	41
"X818"	37	28	30	36	38	11	24	36
"X8182"	41	29	33	40	40	12	24	40
"X8184"	40	30	33	40	40	12	24	41
"X8185"	41	31	33	40	41	12	24	42
"X8186"	38	28	31	38	39	11	24	38
"X8189"	40	28	31	40	40	12	24	42
"X8193"	33	29	29	34	37	11	23	37
"X8195"	39	31	33	40	41	12	24	42
"X8196"	38	27	28	35	41	12	23	38
"X8197"	35	29	29	33	40	12	24	36
"X8198"	38	28	31	37	39	11	24	39
"X8202"	36	26	32	36	40	11	22	37
"X8205"	41	31	33	39	41	12	24	41
"X8213"	33	25	27	34	36	11	22	34
"X8214"	41	30	32	40	40	12	24	38
"X8220"	41	31	33	40	41	12	24	42
"X8223"	35	29	31	34	34	12	24	39
"X8224"	36	27	29	38	38	12	24	36
"X8229"	40	29	33	38	41	12	22	41
"X8230"	35	27	28	33	37	10	23	36
"X8231"	41	30	32	39	40	12	24	41
"X8237"	41	30	33	38	41	12	23	41
"X8238"	37	28	29	36	38	11	24	39
"X824"	37	27	29	37	38	11	24	36
"X8241"	40	30	33	39	41	12	24	42
"X8243"	41	31	33	40	41	12	24	42
"X8249"	39	29	32	38	40	11	24	39
"X8253"	38	28	32	36	39	12	23	39
"X8254"	40	30	32	39	40	12	23	41
"X8264"	40	29	32	39	41	12	24	42
"X8267"	36	27	31	35	37	11	23	40
"X8269"	36	29	33	40	39	12	23	39
"X8274"	39	31	32	40	41	12	24	42
"X8275"	40	31	33	40	41	12	24	42
"X828"	38	28	31	37	40	11	24	39
"X8285"	41	31	33	40	40	12	24	42
"X8289"	41	30	33	40	41	12	24	42
"X8293"	35	30	32	36	39	12	23	37
"X8295"	40	31	33	40	41	12	24	42
"X8298"	37	27	28	35	37	10	24	38
"X8299"	39	27	27	37	39	12	23	35
"X8306"	36	30	30	37	40	12	22	38
"X831"	41	31	33	39	41	12	24	42
"X8312"	40	30	30	35	40	12	23	38
"X8313"	40	31	33	40	41	12	24	42
"X8314"	41	29	30	39	41	12	24	42
"X832"	39	30	31	37	41	12	24	41
"X8321"	40	30	33	40	41	12	24	42
"X8322"	41	31	33	40	41	12	24	42
"X8329"	41	31	33	40	41	12	24	41
"X833"	38	31	32	39	40	12	24	42
"X8330"	39	30	32	38	39	12	24	40
"X8333"	41	31	32	40	40	12	23	41
"X8335"	39	27	33	37	41	11	23	37
"X834"	39	30	32	38	40	12	24	42
"X8345"	39	29	31	33	38	12	24	38
"X8348"	38	28	26	37	39	11	24	38
"X8358"	35	28	30	34	36	11	23	35
"X8364"	39	31	31	38	38	11	24	36
"X8365"	39	31	33	40	41	12	24	42
"X8366"	35	28	26	37	37	11	23	36
"X8370"	38	26	30	39	37	11	24	36
"X8371"	36	30	32	40	40	12	24	41
"X8372"	40	31	33	40	40	12	24	42
"X8380"	38	30	27	34	38	11	23	41
"X8381"	41	31	33	40	41	12	24	42
"X8386"	38	28	31	38	38	11	24	38
"X8387"	38	31	33	40	40	12	24	42
"X8392"	41	30	32	40	41	12	24	42
"X8395"	40	30	33	38	41	12	24	39
"X8398"	38	25	27	36	37	11	24	32
"X8399"	34	26	28	38	37	12	23	37
"X840"	40	31	32	40	41	12	24	40
"X8401"	39	29	29	33	35	11	24	35
"X8408"	39	28	29	36	37	11	24	37
"X8413"	40	25	31	39	39	12	23	39
"X8417"	40	31	32	38	40	12	24	41
"X8418"	36	26	31	34	37	11	24	36
"X842"	41	30	33	40	41	12	24	42
"X8420"	41	31	32	34	38	12	23	41
"X8428"	37	27	30	36	36	11	24	38
"X8429"	39	31	30	38	40	12	24	42
"X843"	41	31	33	40	41	12	24	41
"X8433"	41	31	31	40	41	12	24	41
"X8434"	37	30	32	38	40	11	24	42
"X8437"	41	31	33	38	40	12	23	41
"X8439"	41	31	33	40	41	12	24	41
"X844"	41	31	33	39	41	12	24	42
"X8443"	37	28	33	33	37	12	22	41
"X8446"	40	31	33	40	39	12	24	41
"X8448"	39	28	31	37	40	11	24	39
"X8449"	41	31	33	40	41	12	24	42
"X8450"	40	28	33	39	41	12	23	41
"X8451"	37	30	31	39	38	12	24	40
"X8455"	41	29	30	39	38	11	24	42
"X8458"	37	28	31	36	40	11	24	39
"X8463"	37	30	29	38	39	12	24	39
"X8464"	41	31	32	39	40	12	24	40
"X8473"	41	31	32	39	39	12	24	42
"X8476"	40	31	33	40	41	12	24	42
"X8482"	39	31	33	40	41	12	24	41
"X8488"	38	28	29	35	40	11	23	39
"X8490"	37	30	31	36	36	11	24	39
"X8495"	41	31	33	40	41	12	24	42
"X8497"	37	29	33	36	37	11	24	35
"X8499"	41	31	32	40	39	12	24	42
"X8501"	41	31	33	40	41	12	24	42
"X8505"	40	31	32	40	41	12	24	41
"X8506"	40	31	32	40	40	12	24	41
"X8507"	38	31	30	39	38	11	22	38
"X8508"	39	28	31	37	40	11	24	39
"X8509"	38	30	32	36	38	11	23	39
"X8510"	41	31	32	40	41	12	24	42
"X8511"	39	30	31	38	40	11	24	41
"X8512"	41	30	32	40	41	12	24	42
"X8513"	41	31	33	39	41	12	24	42
"X8514"	39	30	32	39	40	12	24	42
"X8515"	40	30	31	37	41	12	22	42
"X8517"	40	31	32	38	39	12	24	40
"X8518"	39	28	31	37	39	11	24	38
"X8524"	36	27	29	38	37	12	24	36
"X8525"	40	29	33	40	41	12	24	41
"X8527"	39	31	33	40	40	12	24	42
"X8529"	41	31	33	40	41	12	24	42
"X853"	41	30	32	40	38	12	24	40
"X8537"	41	31	32	37	41	12	23	41
"X8538"	37	27	29	35	39	11	24	38
"X854"	36	31	30	39	38	10	23	38
"X8542"	40	29	33	39	39	12	21	39
"X8546"	35	29	33	36	37	12	22	37
"X8549"	34	29	31	38	35	11	24	38
"X8554"	41	31	33	39	41	12	24	42
"X8556"	39	30	33	40	39	12	24	41
"X8565"	39	31	33	40	40	12	24	42
"X8566"	38	28	26	36	39	11	24	36
"X8572"	41	31	33	40	41	12	24	42
"X8576"	37	27	33	37	35	11	24	40
"X8577"	41	30	33	40	41	12	24	42
"X858"	38	28	30	36	40	11	24	38
"X8580"	41	31	33	40	41	12	24	42
"X859"	41	29	33	39	41	12	24	42
"X8593"	33	30	31	35	38	11	23	38
"X8597"	41	30	33	39	40	12	24	42
"X86"	38	28	31	38	39	11	24	38
"X8600"	41	31	33	40	41	12	24	42
"X8601"	41	31	33	40	41	12	24	42
"X8605"	41	30	31	40	41	12	24	40
"X8606"	41	31	33	40	41	12	24	42
"X8607"	33	26	30	37	39	12	22	40
"X8610"	39	29	31	38	40	12	24	39
"X8613"	40	31	32	40	40	12	24	41
"X8616"	38	30	31	38	41	12	24	42
"X8617"	35	27	30	36	39	12	24	36
"X8618"	39	26	27	36	36	11	24	39
"X8619"	38	30	28	40	39	12	24	37
"X8630"	38	29	30	39	39	12	24	38
"X864"	41	31	33	40	41	12	24	42
"X8640"	38	29	30	39	38	10	23	37
"X8645"	41	30	33	39	39	12	22	42
"X8648"	34	27	28	36	35	11	23	37
"X8649"	41	31	30	37	38	12	22	41
"X8657"	40	31	33	38	40	12	24	42
"X866"	39	28	27	37	39	11	24	39
"X8662"	41	31	33	40	41	12	24	40
"X8663"	34	27	28	34	37	12	24	35
"X8666"	38	27	27	37	38	11	24	38
"X8667"	40	31	33	40	41	12	24	42
"X8669"	40	29	31	39	40	12	24	41
"X8670"	35	29	31	36	38	11	23	38
"X8674"	41	31	33	40	40	12	24	41
"X8677"	41	31	32	40	41	12	24	42
"X8679"	41	31	32	40	40	12	24	42
"X868"	38	28	30	36	38	11	24	37
"X8682"	41	31	33	40	38	12	24	42
"X8683"	39	28	32	37	40	11	23	37
"X8685"	39	31	33	40	41	12	24	41
"X8687"	39	30	32	36	36	12	23	34
"X8688"	39	28	31	37	39	11	24	39
"X8691"	40	31	32	40	41	12	24	41
"X8692"	41	30	33	39	40	12	24	42
"X8693"	36	30	32	36	39	12	23	37
"X870"	41	31	32	38	41	12	24	41
"X8702"	35	30	31	40	36	12	24	39
"X8703"	39	31	33	39	41	12	24	41
"X8707"	41	31	32	40	41	12	23	41
"X8709"	41	31	33	39	41	12	24	42
"X871"	38	25	29	37	37	12	23	39
"X8712"	39	31	33	40	40	12	23	40
"X8717"	37	30	31	38	40	12	24	41
"X8719"	40	31	32	39	40	12	23	41
"X8720"	41	31	32	40	41	12	24	42
"X8724"	35	26	29	37	37	12	24	36
"X8727"	33	28	30	36	32	12	23	35
"X8731"	40	31	33	40	41	12	24	39
"X8733"	38	29	32	37	37	12	24	39
"X8747"	41	28	31	39	39	11	24	41
"X8751"	35	30	30	37	38	12	22	36
"X8756"	41	29	27	39	40	11	24	41
"X8757"	41	30	33	40	41	12	24	42
"X8764"	41	31	33	39	41	12	24	42
"X8769"	40	31	33	40	40	12	24	41
"X8771"	39	31	33	40	41	12	24	42
"X8772"	41	31	33	40	41	12	24	42
"X8774"	35	29	27	32	37	10	20	39
"X8775"	33	27	30	37	35	10	24	38
"X8776"	32	28	30	38	31	12	23	36
"X8781"	41	31	33	40	41	12	24	42
"X8785"	41	31	33	40	41	12	24	42
"X8786"	36	28	31	38	38	10	24	37
"X8791"	41	30	33	40	41	12	24	42
"X8792"	38	30	33	39	39	12	24	40
"X8797"	41	31	33	39	41	12	24	42
"X8803"	41	31	33	40	41	12	23	42
"X8805"	41	31	33	40	40	12	24	42
"X8806"	41	31	33	40	41	12	24	42
"X8810"	40	29	32	37	37	12	23	41
"X8812"	41	31	33	40	41	12	24	42
"X8814"	40	30	32	40	41	12	24	42
"X8815"	38	29	30	36	40	12	22	38
"X8816"	39	31	32	40	41	12	24	42
"X8820"	40	31	33	39	41	12	24	42
"X8821"	39	29	33	39	39	12	24	42
"X8822"	41	31	32	40	41	12	24	41
"X8824"	37	27	29	37	38	11	24	36
"X8825"	35	30	32	39	40	10	24	41
"X8827"	35	30	33	40	34	11	23	37
"X8829"	40	31	33	39	41	12	24	42
"X8831"	39	29	32	36	40	11	24	42
"X8835"	41	30	33	39	40	12	24	42
"X884"	38	31	32	38	41	12	24	40
"X8843"	41	31	31	40	40	12	24	38
"X8844"	33	28	31	36	40	10	24	39
"X8845"	39	30	30	36	39	11	24	39
"X8851"	35	29	30	39	35	11	24	40
"X8852"	41	31	33	40	40	12	24	42
"X8855"	41	31	33	40	41	12	24	42
"X8856"	35	29	30	35	38	10	24	38
"X8862"	41	29	31	39	41	12	23	41
"X8865"	35	28	32	39	34	11	24	35
"X8886"	35	26	31	36	33	11	22	35
"X8891"	39	31	33	40	41	12	24	41
"X8892"	40	30	33	40	41	12	24	42
"X8897"	39	31	33	38	40	11	24	40
"X89"	41	30	33	40	41	12	24	42
"X8900"	41	31	33	40	41	12	24	42
"X8901"	40	31	32	38	40	12	24	42
"X8904"	37	30	29	35	38	11	23	38
"X8905"	41	31	33	40	39	12	24	42
"X8907"	37	28	28	34	34	11	24	36
"X8912"	37	28	32	38	39	12	23	38
"X8920"	39	27	31	38	38	10	23	39
"X8923"	35	28	29	36	34	12	24	35
"X8924"	32	27	28	38	32	10	23	34
"X8927"	40	31	32	38	41	11	24	42
"X8929"	41	31	33	38	40	12	24	42
"X8931"	41	30	32	40	40	12	24	42
"X8934"	39	30	32	39	41	12	24	42
"X8939"	40	30	29	37	39	11	24	41
"X8947"	39	31	31	40	40	12	24	40
"X8950"	38	31	33	39	40	12	24	42
"X8954"	37	29	32	38	39	12	22	39
"X8958"	36	28	31	36	38	11	24	39
"X8959"	39	31	33	40	39	12	23	40
"X896"	41	30	32	40	39	12	24	41
"X8960"	41	31	32	40	40	11	24	42
"X8962"	40	31	32	39	41	12	24	42
"X8964"	40	31	33	39	40	12	23	42
"X8967"	37	29	29	40	38	10	24	41
"X897"	39	31	33	38	40	11	24	40
"X8970"	41	31	33	40	41	12	24	42
"X8972"	38	30	31	38	38	11	23	41
"X8981"	37	26	26	36	37	11	22	37
"X8982"	34	26	29	37	37	11	22	38
"X8983"	39	31	33	39	39	12	24	39
"X8989"	39	30	31	39	40	12	24	39
"X8990"	37	30	32	40	38	12	24	39
"X8992"	38	29	29	35	40	12	23	40
"X8995"	40	29	32	40	38	11	23	41
"X9003"	38	30	33	38	38	12	24	39
"X9004"	41	31	33	40	41	12	24	42
"X9008"	39	28	31	37	40	11	24	39
"X9012"	41	29	32	39	41	12	24	42
"X9016"	39	31	33	40	41	12	24	42
"X9024"	36	26	29	38	38	12	23	36
"X9028"	39	28	31	37	40	11	24	38
"X9030"	41	31	33	40	41	12	24	42
"X9032"	41	31	33	40	41	12	24	42
"X9039"	38	31	33	40	38	12	24	38
"X9041"	39	30	31	40	39	10	24	39
"X9043"	40	30	33	39	40	12	24	42
"X9044"	38	30	33	39	41	12	24	42
"X9045"	41	30	31	40	41	12	24	41
"X9046"	40	31	33	40	39	12	24	41
"X9048"	38	28	30	37	38	11	24	35
"X905"	41	31	33	40	39	12	24	42
"X9053"	41	31	33	40	41	12	24	42
"X9055"	41	31	33	40	41	12	24	42
"X9057"	40	30	32	40	40	11	24	38
"X9060"	41	31	33	37	40	12	24	41
"X9061"	39	31	33	40	41	11	24	41
"X9074"	39	31	33	40	41	12	24	42
"X9079"	41	30	32	40	40	12	24	42
"X9085"	41	31	33	40	41	12	24	42
"X9087"	40	31	32	38	39	12	24	41
"X9092"	41	30	33	40	38	12	24	42
"X9094"	41	31	33	40	41	12	24	41
"X9098"	38	28	31	37	40	11	24	37
"X9104"	39	27	29	39	40	12	23	40
"X9108"	38	28	31	37	40	11	24	39
"X9110"	41	30	33	40	41	12	24	42
"X9112"	39	29	31	37	41	12	24	42
"X9118"	37	28	31	36	36	11	24	34
"X912"	38	30	33	39	40	12	24	38
"X9122"	41	31	33	40	41	12	24	42
"X9124"	36	25	27	37	38	12	23	33
"X9129"	41	31	33	39	41	12	24	41
"X9131"	36	27	29	39	35	11	23	37
"X9132"	41	31	33	40	41	11	24	42
"X9135"	35	30	31	40	36	12	24	40
"X9138"	33	25	27	32	35	11	23	37
"X9142"	41	30	33	40	41	12	24	42
"X9143"	40	31	33	40	41	12	24	40
"X9144"	41	31	33	40	41	12	24	42
"X9147"	41	31	33	38	39	12	24	42
"X9148"	36	28	28	35	37	11	23	37
"X9150"	36	28	31	37	37	12	22	35
"X9153"	41	31	33	40	41	12	24	42
"X9157"	39	31	30	37	38	10	24	39
"X9160"	41	31	33	40	41	12	24	42
"X9161"	41	29	28	38	40	12	22	40
"X9163"	36	28	28	36	38	11	24	39
"X9164"	37	29	32	39	39	11	23	40
"X9165"	39	26	26	38	36	12	23	36
"X9170"	41	31	33	40	40	12	24	42
"X9174"	41	31	32	39	40	12	24	42
"X9176"	39	31	32	40	40	12	24	42
"X9177"	38	28	32	39	41	12	24	41
"X9178"	35	28	31	34	36	11	24	38
"X918"	39	28	30	36	38	11	24	39
"X9184"	41	31	33	40	40	12	24	39
"X9189"	41	30	32	40	41	12	24	42
"X9197"	38	29	32	38	38	11	23	40
"X9198"	35	27	29	36	39	11	23	37
"X9199"	41	29	31	38	38	12	23	39
"X92"	41	30	33	40	41	12	24	42
"X920"	40	31	33	40	41	11	24	42
"X9202"	41	31	33	40	41	12	24	42
"X9208"	39	28	31	37	40	11	24	39
"X921"	40	30	33	39	41	12	24	42
"X9211"	40	30	33	38	40	12	23	41
"X9213"	38	24	28	37	37	12	22	34
"X9216"	37	29	32	40	40	12	24	42
"X9217"	37	31	31	35	38	11	24	41
"X9221"	40	30	33	40	41	12	24	42
"X9224"	35	27	29	36	38	12	23	35
"X9228"	39	28	31	34	40	11	24	37
"X923"	35	31	29	37	35	12	24	38
"X9232"	36	28	26	34	35	9	23	38
"X9233"	41	31	33	40	41	12	24	42
"X9236"	35	28	31	39	39	12	24	39
"X9241"	41	31	33	40	40	11	24	41
"X9244"	39	29	28	38	38	11	22	38
"X9250"	41	31	33	40	41	12	24	42
"X9251"	35	28	30	36	39	11	24	38
"X9253"	39	29	31	40	40	12	23	41
"X9254"	41	31	33	40	41	12	24	42
"X9258"	36	28	30	37	38	11	24	38
"X9261"	36	30	29	37	36	11	22	37
"X9269"	39	29	32	40	39	11	23	39
"X9273"	41	30	33	40	41	12	24	42
"X9276"	41	31	33	39	41	12	24	42
"X9277"	37	30	33	38	40	12	23	40
"X9279"	41	31	32	40	40	12	24	42
"X9280"	41	31	33	40	40	11	24	41
"X9281"	41	31	33	38	41	12	24	42
"X9284"	39	30	33	37	41	12	24	39
"X9285"	41	31	33	40	40	12	24	42
"X9286"	38	28	31	37	38	11	24	37
"X9288"	38	28	31	36	40	11	24	39
"X9289"	39	29	32	39	39	10	23	41
"X9290"	39	28	31	39	41	12	24	42
"X9296"	41	31	32	40	41	12	24	42
"X93"	36	30	32	36	39	12	23	38
"X9303"	41	31	33	40	41	12	24	42
"X9304"	35	29	31	38	37	12	24	38
"X9308"	39	28	31	37	40	11	24	39
"X9310"	40	31	33	40	41	12	24	42
"X9311"	41	31	33	40	41	12	24	42
"X9317"	33	29	31	35	34	11	23	35
"X9318"	32	26	26	29	34	11	22	31
"X9319"	41	31	33	40	41	12	24	42
"X932"	41	31	32	40	40	12	24	42
"X9321"	37	30	31	39	37	11	24	41
"X9323"	34	31	29	37	36	12	24	38
"X9324"	35	26	27	35	36	11	23	34
"X9326"	40	31	33	39	41	12	24	42
"X9327"	41	29	33	40	41	12	24	42
"X9328"	33	26	27	35	38	10	24	33
"X9337"	41	30	33	38	41	12	23	41
"X9338"	34	25	26	36	37	11	23	37
"X9341"	38	29	31	33	40	12	24	42
"X9348"	36	28	30	37	38	11	24	35
"X9353"	41	30	33	40	41	12	24	42
"X9356"	41	30	32	38	41	12	24	40
"X9360"	37	29	32	34	37	10	23	40
"X9363"	36	30	28	37	38	12	24	38
"X9365"	41	31	33	40	41	12	24	41
"X937"	41	30	32	38	37	12	23	40
"X9373"	38	30	30	39	37	12	24	39
"X9377"	39	31	32	40	41	12	24	42
"X9382"	38	29	32	39	40	11	24	41
"X9383"	40	30	31	40	40	12	24	41
"X9386"	38	28	31	38	39	11	24	38
"X9387"	40	28	33	37	38	12	24	38
"X9391"	36	27	32	40	36	10	23	37
"X9403"	36	28	31	38	39	11	22	38
"X9405"	36	29	32	39	38	11	24	36
"X9406"	39	29	32	39	37	12	24	39
"X9409"	41	31	33	40	41	12	23	42
"X941"	41	31	33	40	41	12	24	42
"X9425"	41	31	33	40	41	12	24	42
"X9427"	39	29	32	36	40	12	24	41
"X9429"	39	30	30	40	40	12	24	40
"X9430"	40	30	33	39	41	12	24	39
"X9432"	40	31	33	38	41	12	24	42
"X9434"	41	31	32	39	41	12	24	42
"X9435"	41	31	32	39	40	12	24	42
"X9442"	34	28	29	36	37	11	24	38
"X9443"	34	27	31	30	33	12	22	41
"X9445"	36	30	31	34	38	12	24	40
"X945"	41	30	32	38	41	12	24	42
"X9453"	33	27	30	39	36	10	23	34
"X9456"	39	29	33	39	39	12	24	40
"X946"	39	31	33	39	38	12	24	41
"X9469"	35	27	30	38	39	11	22	36
"X9471"	39	31	32	39	40	12	24	41
"X9473"	38	30	33	40	41	12	24	42
"X9474"	38	30	31	40	40	12	24	42
"X9477"	39	28	30	40	39	11	24	38
"X9486"	35	28	30	36	39	11	24	38
"X9487"	39	31	32	39	41	12	23	42
"X9489"	40	30	32	39	38	12	24	40
"X949"	41	31	33	40	41	12	24	42
"X9491"	41	31	32	40	41	12	24	42
"X9493"	34	27	31	35	37	12	22	37
"X9494"	37	30	29	38	38	10	22	38
"X9505"	40	31	31	40	41	12	24	40
"X9506"	39	29	30	40	38	12	23	41
"X951"	35	29	30	35	34	12	22	37
"X9511"	33	28	31	34	35	11	23	39
"X9514"	37	29	32	40	39	11	24	40
"X9521"	39	30	33	40	41	12	23	40
"X9525"	40	30	32	39	41	12	23	42
"X9532"	41	31	30	38	40	12	24	41
"X9533"	41	31	33	40	41	12	24	41
"X9536"	37	29	32	39	39	12	24	39
"X9542"	41	31	33	40	41	12	24	42
"X9545"	39	28	27	39	35	12	24	41
"X9552"	39	31	33	40	39	12	24	40
"X9555"	38	30	33	37	36	11	24	40
"X956"	38	30	32	39	39	11	24	39
"X9562"	41	31	30	38	41	12	24	41
"X9574"	41	31	32	39	41	12	24	42
"X9576"	40	27	32	37	38	11	24	40
"X9577"	39	31	33	40	39	12	24	40
"X9578"	35	28	31	35	39	11	24	39
"X958"	36	28	31	37	38	11	24	39
"X9581"	41	31	33	40	41	12	24	42
"X9582"	38	28	32	39	38	10	24	41
"X9584"	30	25	29	33	36	12	24	37
"X9585"	39	31	31	39	41	11	24	40
"X9586"	37	28	31	36	39	11	24	38
"X9589"	39	29	33	38	41	12	24	42
"X9590"	41	31	33	40	41	12	24	42
"X9595"	38	30	33	37	40	11	24	41
"X96"	41	31	32	40	41	12	24	42
"X9601"	40	31	33	40	41	12	24	42
"X9606"	36	30	32	39	40	11	23	39
"X9607"	28	26	28	38	34	11	22	41
"X9611"	41	31	33	40	41	12	24	42
"X9612"	39	31	31	40	41	12	24	41
"X9613"	40	31	31	38	40	12	24	42
"X9616"	40	31	32	40	41	12	24	42
"X9625"	40	31	33	39	40	12	24	42
"X9626"	40	29	32	38	38	12	24	40
"X9630"	40	31	33	40	41	12	24	42
"X9632"	41	30	32	39	40	11	24	41
"X9633"	34	28	32	39	36	11	23	42
"X9640"	39	29	31	40	38	11	23	38
"X9642"	41	31	33	39	41	12	23	42
"X9650"	41	28	32	39	41	12	23	41
"X9651"	33	27	28	34	37	10	24	35
"X9654"	40	30	29	40	36	12	24	41
"X9662"	41	30	33	39	41	12	23	40
"X9663"	37	30	29	38	39	12	24	39
"X9664"	40	28	30	38	41	11	24	41
"X9668"	39	28	31	37	39	11	24	39
"X9669"	41	28	32	40	41	12	23	42
"X9670"	35	30	31	37	39	11	23	38
"X9671"	41	31	32	39	41	12	23	41
"X9672"	41	29	32	40	39	11	23	41
"X9674"	38	28	28	36	38	12	24	36
"X9675"	40	31	33	40	41	12	24	42
"X9677"	41	28	32	39	38	12	24	37
"X9679"	40	31	32	40	40	12	24	41
"X9680"	38	29	30	37	37	12	24	39
"X9682"	41	30	33	40	41	12	24	42
"X9683"	37	28	29	36	38	11	22	36
"X9684"	39	30	30	38	39	12	24	41
"X9685"	36	29	32	39	38	11	24	40
"X9687"	40	30	33	39	40	12	24	42
"X9694"	38	29	32	39	39	12	24	41
"X9699"	41	31	33	39	41	11	24	40
"X9707"	41	29	32	40	41	12	23	40
"X9710"	41	30	32	40	41	12	24	42
"X9711"	41	30	32	38	39	12	23	40
"X9713"	41	31	33	40	41	12	23	42
"X9715"	40	30	31	39	38	12	22	40
"X9716"	37	31	31	38	40	11	24	42
"X9719"	41	27	31	40	38	11	24	41
"X9722"	39	28	29	39	39	12	24	40
"X9723"	34	30	31	36	33	11	24	37
"X9725"	40	31	32	40	40	12	24	41
"X9727"	36	30	30	38	36	12	24	36
"X9736"	35	29	32	39	38	11	24	39
"X9740"	38	30	32	40	40	12	24	40
"X9745"	35	26	33	39	37	11	24	37
"X9748"	38	28	31	36	39	11	24	38
"X9757"	41	31	33	40	41	12	24	42
"X9763"	35	29	27	36	33	11	24	37
"X9764"	41	31	32	40	41	12	24	41
"X9766"	39	28	27	37	39	11	24	39
"X9767"	39	27	32	39	39	12	23	37
"X9773"	39	28	30	39	36	11	24	40
"X9777"	37	30	30	37	40	12	23	40
"X9778"	36	28	31	35	38	11	24	39
"X9780"	41	31	33	40	41	12	24	42
"X9783"	41	30	33	39	40	12	23	40
"X9789"	37	30	32	38	39	12	24	39
"X9792"	38	30	33	39	38	12	24	41
"X9794"	40	30	31	37	38	11	23	39
"X9796"	41	30	32	40	41	12	24	41
"X9803"	38	30	32	40	38	12	24	41
"X9805"	40	31	32	39	41	12	24	41
"X9808"	38	25	30	37	36	10	22	37
"X981"	38	31	31	39	41	12	24	42
"X9810"	40	30	32	37	37	12	23	41
"X9814"	41	31	33	40	41	12	24	42
"X9816"	39	26	30	37	39	12	23	38
"X9817"	39	31	32	38	40	12	24	41
"X9818"	36	26	27	36	37	11	24	34
"X982"	41	31	31	40	41	12	24	42
"X9820"	39	31	33	40	41	12	24	38
"X9822"	36	27	28	36	38	10	24	38
"X9823"	36	30	31	37	36	12	24	39
"X9828"	35	27	29	35	37	11	22	35
"X9829"	40	31	33	39	41	12	24	41
"X9830"	41	31	33	40	41	12	24	42
"X9833"	36	31	32	38	39	11	24	42
"X9837"	41	31	33	38	40	12	23	40
"X9842"	41	30	33	40	39	12	24	39
"X9843"	40	30	33	38	38	10	23	37
"X9848"	39	28	29	35	40	11	24	39
